鈴木大介八段 vs
 2:53:50 アダルトｗ
 2:53:52 何も聞かずに戻ってくるE島さん
 2:53:52 アダルトすぎる
 2:53:55 アダルトすぎる
 2:54:03 アバウトすぎる？
 2:54:04 18禁か
 2:54:08 アダルティ
 2:54:08 アダルトな手
 2:54:09 ぶった切りするより流れで聞いて欲しい
 2:54:12 熊は姿焼きしかないのでは
 2:54:15 指せないよ!
 2:54:17 熊には熊でしか対抗できん
 2:54:19 大人の将棋♪
 2:54:24 積極参加の飯島解説員
 2:54:48 口挟めない兄弟子
 2:54:51 性格がわかる感想戦の駒の乱れ方
 2:54:57 村山対山﨑になりました
 2:55:00 白熱してて割り込みにくいね
 2:55:03 栄ちゃんがんばれwww
 2:55:08 わかんねｗ
 2:55:16 なんとか食い込んでるが
 2:55:20 早すぎてわからんわｗ
 2:55:20 大ちゃん追い上げてたしなぁ
 2:55:24 待ってれば先の局面になるし
 2:55:31 飯島「突然だが村山さん、握手しましょう」
 2:55:34 飯島先生がんばれ！
 2:55:36 飯島さんおとなしいからｗｗ
 2:55:44 大介はまじで早いからなぁ
 2:55:45 じめい
 2:55:46 じめい
 2:55:47 じめい
 2:55:49 めがね
 2:55:52 自明だろ
 2:55:52 じめめ
 2:55:55 めがねはいない
 2:55:58 自明の理
 2:56:00 じめー
 2:56:04 飯島の記憶がまた飛ぶ村山
 2:56:08 メガネは解説の2人
 2:56:13 忘却の棋士
 2:56:13 これのが振り党的だなあ
 2:56:14 対局者がたくさん喋るからさほど切り込む必要ないだろ
 2:56:23 飯島さん、ここでエコバッグの宣伝を
 2:56:40 やすあき
 2:56:43 飯島さんだからこそメール読んでほしかったなあ
 2:56:44 飯島さん、見ていてくれましたか
 2:56:51 メール「・・・」
 2:56:53 浦野さんは、感想戦で本の宣伝した
 2:56:56 これだな
 2:56:56 見せ場なく一方的だったと思うのは俺だけなのか？
 2:56:57 なにあきだっけ？じめいでいいや
 2:57:06 モスあきとかなんとか
 2:57:07 メール80件突破してたのか
 2:57:11 栄ちゃんの霊圧が
 2:57:13 実際は一方的な内容
 2:57:16 見せ場は作りかけてた
 2:57:16 じめあき
 2:57:23 モスは今月復活するね
 2:57:33 見せ場はいま
 2:57:35 大介が仕切ってるね　場数ｗｗｗ
 2:57:47 最後にメールコーナーが・・・
 2:57:48 解説が見せ場作った
 2:57:50 千駄ヶ谷モスはアダルト店になる
 2:58:02 モスクラシック千駄ヶ谷店が27日オープン！　だって
 2:58:05 ※感想戦後、プレミアム会員の方限定でメールコーナーをお届けします
 2:58:13 何やねん、そのコメはww
 2:58:16 ここだ
 2:58:24 一瞬信じた
 2:58:42 これは先手もやれそう
 2:58:44 熊遠いねえ
 2:58:49 ちょぎって？
 2:58:54 ちょちょぎ
 2:59:08 自明
 2:59:10 じめい
 2:59:10 わすれんぼ
 2:59:11 自明
 2:59:16 やすあきさん
 2:59:17 この辺が一番棋士としては気になる所なのかな
 2:59:19 ジ・メイ
 2:59:22 浅田真央金メダル
 2:59:28 いじめ
 2:59:30 The
 2:59:31 にこるんってなんぞ
 2:59:36 じめぃ
 2:59:39 チャット的なやつ
 2:59:39 CWニコル
 2:59:44 ここが一番あやあったんじゃない？
 2:59:45 ジャック
 2:59:46 重いらしい
 2:59:48 栄ちゃんがんばれ
 2:59:51 Ａ氏「僕も入れて…。」
 3:00:04 （がんばれ・・・！がんばれ・・・！）
 3:00:06 置き物と化した飯島
 3:00:10 その局面で聞くんじゃないかな？
 3:00:11 ここは、弟弟子が兄弟子に振ろう
 3:00:23 マッハ？
 3:00:29 宣伝のタイミングを計るE島七段
 3:00:31 二人の世界だからね
 3:00:33 ブロント様かな？
 3:00:37 速い
 3:00:39 またジメイの記憶に消されたAちゃん
 3:00:41 えいちゃんﾒﾓﾒﾓ
 3:00:57 たんたら
 3:01:00 いないことになってるのん
 3:01:03 単たら
 3:01:06 すでに兄弟子であることも忘れられているかもしれん
 3:01:07 大介がめっちゃ喋るから入りにくいんだろうなｗ
 3:01:16 たんたら製鐵
 3:01:17 ちょぎっ　ﾊﾊｯ
 3:01:17 内容は覚えてるから、後で説明してくれる
 3:01:17 コスモを燃やすんだ！
 3:01:21 あ、兄弟子いたの？（じめい）
 3:01:28 だいたいどこを聞くかわかってない
 3:01:38 じめい「あれ？飯島さん居たんですか？」
 3:01:46 そこで銀ｗ
 3:02:02 もう赦されたんだからやめれw
 3:02:25 じめーもベスト4か
 3:02:36 次はザキヤマか
 3:02:37 飯島さん、僕とやった叡王戦どうだったんですか？
 3:02:41 山崎対村山ですか
 3:02:57 じめいとこーる見たい
 3:03:00 廣瀬はどーした
 3:03:13 φ(ﾟДﾟ
 3:03:14 放牧したよ
 3:03:18 広瀬は郷田コールの解説
 3:03:20 ｗｗｗｗｗｗ
 3:03:24 郷田さん対村山さんですかねぇ
 3:03:25 馬になったのだ
 3:03:35 ナベが調教師に
 3:03:36 放牧ｗｗｗ
 3:03:46 広瀬豊島は羽生さんに壊されたからなぁ
 3:04:04 放牧だったかー
 3:04:08 天彦は壊れてなければ名人戦行けるかな
 3:04:16 ぺたぺた
 3:04:18 納得すなｗｗｗ
 3:04:32 次戦次第かなと思ってるけど
 3:04:32 天彦はまだ予断を許さぬ状況
 3:04:43 ところで、昨日の佐藤対決はどっちかったの？
 3:04:46 最強の佐藤はモテ
 3:04:48 太地さんも壊されたのかなぁ
 3:04:49 モテ
 3:04:50 もて
 3:04:53 大介の良い変化ないんか
 3:04:53 モテ△
 3:04:53 モテ
 3:04:56 もてか、ありがと
 3:05:02 大地も壊されたね
 3:05:16 ベテランのなめちゃんは壊れない
 3:05:26 酒に壊された
 3:05:30 壊されてばっかやんけ・・・天敵おらんの？
 3:05:36 永瀬
 3:05:37 なべさん
 3:05:39 タイトル初挑戦で吹っ飛ばされるとね
 3:05:40 肝臓かｗｗｗ
 3:05:43 羽生さんの風評被害
 3:05:46 山
 3:05:57 そっち
 3:05:59 深浦はほだされたから例外？
 3:06:08 壊された、って言いたいだけだからね、しょうがないね
 3:06:10 ナベかな
 3:06:13 やしもん歓喜
 3:06:23 見せたなあ
 3:06:23 伊藤快勝
 3:06:27 藤井先生なんか、全盛期過ぎてから王座戦と王位戦で羽生と戦ったんやで・・・
 3:06:48 玲瓏見ると笑える
 3:06:51 羽生は全盛期過ぎて4冠やで
 3:07:01 飛車無双
 3:07:05 だって豊島とか今勝率6割無いよ？広瀬も5割丁度だし
 3:07:07 ヘップ
 3:07:07 珍しい形だな
 3:07:10 味なこと
 3:07:28 Ａちゃん　しっかり
 3:07:29 みうみうはGPSに壊されなかったな
 3:07:30 ﾁﾗﾁﾗ
 3:07:30 幸せになりたい
 3:07:31 粘っても幸せにならないｗ
 3:07:31 幸せにならない
 3:07:37 ケチは
 3:07:43 順位戦豊島0勝5敗とかありえないよね
 3:07:46 Aちゃんがんばれー
 3:07:51 はええｗ
 3:07:55 羽生は飛車を振っても勝率。667
 3:07:55 豊島、０勝5敗なの？
 3:07:56 見てる方は幸せ
 3:07:58 後藤隊長「みんなで幸せになろうよ」
 3:07:59 豊島とダニー入れ替えあるで
 3:08:04 うむす
 3:08:13 きゅんは落ちるかもな
 3:08:15 捨て駒はプロでも盲点なのか
 3:08:17 だから壊されたと何度も8ｒｙ
 3:08:27 豊島…
 3:08:29 明快な感想戦でありがたい
 3:08:33 豊島は、車将棋がピークとかにならなきゃいいが
 3:08:42 結局羽生さんかｗｗｗ
 3:08:59 将棋人生のピークが車将棋とは・・・悲しすぎる
 3:09:01 明日は三浦×豊島か
 3:09:02 この辺りは先手が盛り返してるんだよな
 3:09:04 ちょいちょい喋ってるけど小さくてマイク拾ってない
 3:09:04 羽生さんが大山さんに近づいています
 3:09:08 貞升（飯島仕事して・・・
 3:09:11 感想が解説
 3:09:16 タナトラ来ねえかなあ
 3:09:27 帰ってきてから内容を説明してくれるんじゃないかな
 3:09:29 貞升さんならグイグイいってるやろな
 3:09:30 豊島は今までは三浦カモにしてるけどね
 3:09:31 ＨＮＫ杯のサイト　豊島じゃない人が・・・
 3:09:31 飯島先生メモリながら聞いてる？
 3:09:36 飯島エコバッグ下さい
 3:09:38 もっとお邪マンモスせんと・・・
 3:09:38 タナトラは別格ｗｗｗ
 3:09:44 タナトラはスマートだったな今思えば
 3:09:49 Aちゃん頑張れ
 3:09:54 フカーラ先生解説か
 3:09:56 タナトラにしかできない
 3:09:57 問題には「知ってる問題」と「未知の問題」があるというね・・・
 3:10:00 じめい「あれ、飯島先生いらしてたんですか？」
 3:10:03 聞きたい棋譜を二人がやってるから入らないんじゃ？
 3:10:09 強くて格上の人が来てると、対局者から聞いてくるけどね
 3:10:20 強くて・・・ｗ
 3:10:20 先崎ぐらいしか口はさめないよ
 3:10:23 やってない変化あったかな
 3:10:23 ぎ、ぎん
 3:10:32 ここはじめいから振ってもらうしかない
 3:10:34 大介の感想戦はいつもこんなんやで
 3:10:35 解説三浦ならよかったんだよ
 3:10:36 栄ちゃん・・・
 3:10:39 女流棋戦で羽生解説の感想戦は緊張感あったよ
 3:10:46 ココ割って入るのも何だもん
 3:10:51 きゅんでええやんｗ＜NHK杯の写真
 3:10:55 霧島だっけ？
 3:10:55 二人の世界には口はさめないね
 3:10:57 2枚角はさすがだ
 3:10:58 じめい、勇気を持って「飯島さん、今日はなにしに連盟へ？」と！
 3:11:02 白熱してるからねえ
 3:11:05 大介の間に入った解説者いたかな・・
 3:11:06 へー
 3:11:06 へー
 3:11:14 こんなんあるんか
 3:11:15 タナトラ
 3:11:18 気付いてたのかよ角
 3:11:22 大介の間に入れるのはマッハ
 3:11:31 ﾋｼｬｰ
 3:11:37 感想戦いいね
 3:11:49 やっぱり先輩の棋士じゃないと入れないよ
 3:11:51 たむりんなら容赦しない
 3:12:02 ずけずけ入りそう
 3:12:11 松尾さんは、頑張って聞いてくれた
 3:12:21 博打
 3:12:23 え、壊されかけてたやん
 3:12:23 このへん盛り上がったなー
 3:12:30 永瀬なら大介に質問できる
 3:12:31 ごめんどっちかった?
 3:12:33 松尾先生先週は頑張ってたね
 3:12:33 松尾頑張ってたね
 3:12:36 永瀬ｗ
 3:12:37 何を聞いてほしいんだよｗ
 3:12:37 じめい
 3:12:39 感想戦まで見れるのはニコ生の功績だぞ運営
 3:12:39 飯島さんは宣伝に入るタイミングを探っているだけ
 3:12:41 謝罪
 3:12:44 ありがとう
 3:12:50 弟弟子
 3:12:51 そこはありがとうじゃないよね
 3:12:51 そんな手があったか
 3:12:53 頭の中は、エコバッグのみか・・
 3:13:01 原価率
 3:13:05 そもそも全部やってるんだから聞かなくてもよくね
 3:13:07 へんな囲いだなｗ
 3:13:08 原価は78円
 3:13:10 大介とじめいの読みが全然違うのなｗ
 3:13:13 角無双
 3:13:15 角角
 3:13:23 無想が多いな
 3:13:24 二角
 3:13:24 角無双
 3:13:27 角厨歓喜
 3:13:31 酒もってこい
 3:13:33 飯島先生このままだと最後まで聞いてそうｗ
 3:13:40 これ、今日中に終わるの？ｗ
 3:13:41 ココ面白かったわー
 3:13:47 自慢
 3:13:47 四角い二角がまーるく治めまっせ
 3:13:50 後の振り返りで感想戦を踏まえてくれればそれでいい
 3:13:59 感想戦は今日終わるけど、この後メールコーナーがあるよ
 3:14:07 くるりん金
 3:14:12 金回転ｗ
 3:14:14 ポナ手
 3:14:19 いきなり寝返っったｗ
 3:14:30 さあ来た
 3:14:33 この前まで村山さんの4桁でしたが・・・
 3:14:33 ここだ
 3:14:34 お
 3:14:34 ここか
 3:14:39 記録も良い勉強になるよね
 3:14:40 大介先生の視界に入る場所に座ってれば話振られたんじゃ
 3:14:41 ここだ
 3:14:41 やっぱり棋士はすごいなぁ
 3:14:42 ここね
 3:14:48 孔明「いまです！」
 3:14:59 あ
 3:15:01 あってなんだ
 3:15:07 金飛角角縦並び
 3:15:17 そういえば今日関東奨励会じゃなかったけ？
 3:15:32 ロフトに槍が落ちてきた
 3:15:33 完全に二人だけの世界
 3:15:36 今日だね＜奨励会
 3:15:40 ごちゃごちゃでわからんｗ
 3:15:53 これはいい勝負か
 3:16:05 槍が落ちてくるのはエヴァみたい
 3:16:05 Ａちゃんメモとってる
 3:16:08 両対局者で盛り上がってるから良いんじゃない
 3:16:08 でも将棋やめられないんだけどwwww
 3:16:20 飯島が戻れば内容まとめて解説してくれるよ
 3:16:22 寄らないなあ
 3:16:34 記録くん例会に出て記録のお仕事なのかな？
 3:16:43 じめい赤ちゃんみたいな手してんなｗ
 3:16:43 いや、内容忘れたって言うかも
 3:16:46 サンドバッグかあ
 3:16:47 会議でメモだけ取ってる人みたい
 3:16:47 側近かよｗ
 3:16:50 清水市代さんがしめてくれないと
 3:17:01 そうか昼間例会で夜記録か
 3:17:08 南ちゃんの乱入もありそうだなｗ
 3:17:13 ユーザーの質問の時のメモはどうした
 3:17:37 あの位置から盤面見るのも大変なんだよ
 3:17:43 二人とも手がプニプニ
 3:17:54 飯島書記官
 3:18:02 やうたんが締めるわ
 3:18:05 泣きながら
 3:18:28 諦めます
 3:18:33 大介とじめいの感覚が悉く違ってて面白い
 3:18:34 先週の松尾先生の位置ならよく見えるのかな？
 3:18:43 ザキヤマ叡王は諦めるなよ
 3:18:50 感想戦内容は難しすぎるけど雰囲気が面白い
 3:18:58 こんだけ駒が仕事してるんじゃもうなあ
 3:19:01 仁鶴
 3:19:02 感想戦すこ
 3:19:12 ぺたぺたｗ
 3:19:13 がじ
 3:19:16 郷田さんまだ残ってるっけ？
 3:19:17 離党届、出そうかな
 3:19:20 囲碁だと検討っていうんだよね＜感想戦
 3:19:24 あら？もうすぐ1０時だｗｗ
 3:19:50 感想戦って言い方も、味があると思う
 3:20:00 非力
 3:20:06 非力
 3:20:14 そうそう
 3:20:17 質問してる声が聞こえないね
 3:20:24 こんなでかい非力がいるか
 3:20:24 検討というと検討室を思い出します
 3:20:34 非力（怪力）
 3:20:36 そういう考えだったのか
 3:20:36 感想戦って戦なのかね不思議だね
 3:20:44 42で取らせたかったのか
 3:20:58 確かに、言葉としてはおかしいかも
 3:21:16 昔はもっと殺伐としてたとも言うし
 3:21:21 これは…(ﾟＡﾟ;)ｺﾞｸﾘ
 3:21:26 対局並みに重要だからじゃない
 3:21:27 感想戦見ると大ちゃんすごい早見えだね
 3:21:33 成金とと金が邪魔
 3:21:42 感想戦が本気
 3:22:01 感想戦名人
 3:22:02 大介の独り言が・・
 3:22:07 金が
 3:22:12 納得すれば、1分で終わることもある
 3:22:18 何回βακα言うんだｗ
 3:22:19 かじゅきと並ぶボヤキの達人
 3:22:19 枡田か
 3:22:28 どっち買ったの？
 3:22:32 じめい
 3:22:39 まあ大介は本戦解説で
 3:22:40 寺名
 3:22:44 慈明
 3:22:46 ふろ買った
 3:22:52 感想戦しないベテラン棋士もいたよね
 3:23:02 かいしゅう先生とかね
 3:23:08 寄らねえ
 3:23:09 そんな魁秀先生は休場しています
 3:23:11 あれは、早かった
 3:23:13 今のところ若い方が勝ってるね
 3:23:22 かいしゅう先生復帰されるかなー
 3:23:31 かなり濃厚な・・・
 3:23:32 勝負に執着心なくなれば感想戦しないだろ
 3:23:47 ここはお互い検討が楽しそうだ
 3:23:51 ひふみんなら怒って帰って感想戦放棄
 3:23:57 田中先生なんだ！ありがとう！！
 3:24:10 にしても遠い
 3:24:31 決勝は3番勝負？
 3:24:38 3番
 3:24:44 ありがと
 3:24:44 3番やね
 3:24:59 1０００位だったか
 3:25:03 泣きながら底香
 3:25:08 と金がなくなって局面さっぱりしちゃったかな
 3:25:11 叡王本命はゴーダ先生かなー
 3:25:22 この状況では明らかだもんね
 3:25:24 なめちゃん
 3:25:27 コール叡王
 3:25:32 ざきやま
 3:25:34 郷田叡王将
 3:25:37 ゆーき対こーるの準決勝とか見たい
 3:25:38 コールは面白いな
 3:25:38 決勝1日制だよな？
 3:25:42 完全のジメイの視界から忘れられたA治先生
 3:25:43 郷田ザキヤマ期待
 3:25:46 聞きたかったことは大介が大体喋ってくれてるね
 3:25:55 郷田村山で
 3:26:01 捌かれちゃったもんね・・
 3:26:02 飯島叡治
 3:26:02 あぁ！そういえばA先生は！？
 3:26:06 ここまで来たら誰が勝ってもおかしくないね
 3:26:07 決勝は1日、電王戦は2日で、だんだん長くなるね
 3:26:11 こーるくん、6段になりました
 3:26:13 Ｅ先生（戻った方がいいかな・・・
 3:26:19 そうだなあ、桂馬とってほしかった
 3:26:25 ダウト！
 3:26:27 ダウト！
 3:26:28 えいちゃんは内容を一生懸命メモってる
 3:26:32 E先生「宣伝したいんだけど」
 3:26:45 飯島先生、忘れられた模様
 3:26:45 小声で聞こえる気もする
 3:27:04 ダブル阿部同日六段昇級だよね
 3:27:07 ちょいちょい挟んでるけど小さくてマイクが拾ってない
 3:27:14 安定の西村門下
 3:27:18 コールも上がってきたな
 3:27:19 そうか、W阿部か
 3:27:20 健次郎君？
 3:27:22 アベケンも六段か
 3:27:35 こーるアベケン六段、菅井七段に昇段
 3:27:37 ビフテキ食って羽生ナベ倒したアベケン
 3:27:38 アベケン、アベコール、菅井が昇段
 3:27:40 足踏みしたコールが上がってきた
 3:27:51 またジメイに忘れさられたかA治
 3:27:54 うひょー
 3:27:57 あれは凄かったねありえないと思った
 3:28:00 フナエモンが出遅れたか…
 3:28:00 アベケンは最近いいですねぇ
 3:28:05 アベコールってアルコールみたいだなｗ出身が出身だから呑兵衛になりそうだが
 3:28:23 存在感を消せるのも、一種の才能かも
 3:28:27 村山には空気のような存在なんだよ飯島は
 3:28:35 西川和広君にも期待したい
 3:28:41 忍者Aじ
 3:28:43 南ちゃんくつろいでる～？
 3:28:47 存在感消せるのはもこっちだけかと思ってた
 3:28:52 そろそろ連れ戻そうか
 3:28:59 あれ？感想戦の時、飯島さんいましたっけ？
 3:29:09 突く一手だったか
 3:29:12 メールコーナーも残っているし
 3:29:20 もどた
 3:29:21 お
 3:29:21 おかえりやす
 3:29:24 おや
 3:29:25 お
 3:29:25 メール3通くらいは呼んでよ
 3:29:26 退室
 3:29:27 消えた
 3:29:27 馬「うわぁ」
 3:29:28 多分定時22時
 3:29:28 はよかえっておいで
 3:29:29 南ちゃんお菓子食べながらくつろいでいる
 3:29:31 こーる21歳6段はウティ・ダニー・モテより早い昇進
 3:29:33 1０時が目安と考えてたか
 3:29:44 飯島さん、いつ戻られましたっけ？
 3:29:45 全く存在にきずかない村山
 3:29:51 鳴り物応援禁止タイミング
 3:29:53 南ちゃん、お菓子隠そう
 3:29:53 大ちゃんがほとんど解説してくれた
 3:30:00 色んな手があるもんだな
 3:30:03 たべっこどうぶつでも食ってるのか
 3:30:04 これは…
 3:30:04 飯島さん、いつ解説されてました？
 3:30:05 自明の視野に飯島の退室はなかった
 3:30:17 先手がいいような
 3:30:18 南ちゃんお菓子隠して！早く！！
 3:30:27 あ
 3:30:33 ハムスター南ちゃん
 3:30:37 記録つええｗ
 3:30:42 記録もついに足崩したｗ
 3:30:48 記録の勝利か
 3:30:48 ぜ
 3:30:49 ハムが獣王だったら毎回ボコられそう
 3:30:55 記者さん、中腰ｗ
 3:30:56 記者です
 3:31:08 記者さん姿勢いいな
 3:31:17 今日は、記者のコメントなかったね
 3:31:26 休憩短かったからな
 3:31:27 なんかありそうだったけどな
 3:31:32 休憩中、対局場にいたし
 3:31:37 記者コメもメーメモ無かった
 3:31:38 休憩中に対局場にいたからね
 3:31:39 おつ
 3:31:41 おかえりなさい
 3:31:42 一息つける局面がなかった
 3:31:42 ｵｶヽ(´∀｀
 3:31:44 わーい
 3:31:48 おかえり
 3:31:50 あれ、感想戦にいました？
 3:31:52 おかえりなさーい
 3:31:55 おかえりなさい
 3:31:59 解説と違ったので、唖然としてたのかな
 3:32:00 お帰りなさい
 3:32:12 大介の読みが全然違ってた
 3:32:12 聞いて無かったっすね
 3:32:13 メモさすがー
 3:32:15 ありがとうございます
 3:32:17 えいちゃんさすが
 3:32:33 おまえら散々文句言ってた癖になｗ
 3:33:17 俺たちのAちゃんはきっちり仕事するから
 3:33:38 質問してたのは判ったけど飯島先生の声が聞こえなかったのがちょっと残念
 3:34:09 ？
 3:34:10 赤い
 3:34:12 何だ今の
 3:34:12 赤い
 3:34:17 赤いｗ
 3:34:22 マウスカーソルがｗ
 3:34:22 こんな感じだった；っけ？
 3:34:23 赤い
 3:34:24 三倍？
 3:34:25 ガイドが
 3:34:26 凄い赤
 3:34:27 鈴木さんの動いたところはよかったと思ったのですけどねぇ
 3:34:27 赤い
 3:34:28 動けるマス目のナビがついてる
 3:34:30 電王盤に新しい機能？
 3:34:31 駒が燃えてるｗ
 3:34:37 ヒートホーク
 3:34:41 動けるマスのナビがつくパターンがあったのか
 3:34:43 3倍強そうだｗ
 3:34:45 炎属性が追加されたか
 3:34:49 今の、ホントに動かしてる画面なんじゃないの？
 3:34:50 赤
 3:34:54 フリーズから復帰して何かかわったっぽい？
 3:34:58 こんな機能があったとは
 3:35:01 自由編集はいつ追加されるんですかね
 3:35:01 矢内さんがやりそう
 3:35:04 解説が駒の動かし方わからないからかな
 3:35:04 やべ
 3:35:06 バージョンアップしたんだね
 3:35:08 アップデートがありましたか
 3:35:14 新機能
 3:35:15 シャア専用
 3:35:17 ｗｗ
 3:35:21 なんだなんだ？
 3:35:22 成りますか？
 3:35:23 なんかえらいかわったな
 3:35:23 なんか楽しい
 3:35:25 いろんな色が
 3:35:25 フリーズしたから直接飯島先生の盤面を映してるとか？
 3:35:33 なりますか？ｗ
 3:35:34 設定が変わってるんでしょうねｗ
 3:35:37 そういえばビーム出なくなったのか？
 3:35:39 なります南
 3:35:40 成増南
 3:35:41 その説が濃厚かな＞直接盤面映してる
 3:35:50 あじあじビーム好きだったのに
 3:35:54 ビーム機能は、残してもよかった
 3:36:18 激しい
 3:36:23 直接の盤面はこうなってんのか、面白い
 3:36:26 ああ、使用者と放映で設定違ってたのか
 3:36:31 ほー
 3:36:32 橙色
 3:36:41 珍しい
 3:36:48 崩してるな
 3:37:04 コンビネ
 3:37:05 自玉頭にも利いている
 3:37:07 しかも、ロフトに成れるし
 3:37:16 いいきぶん
 3:37:22 手はあるもんだなあ
 3:37:23 せぶんいれぶん
 3:37:24 放送に反映されてないことに気づかない理由がコレなんすかね
 3:37:30 大ちゃんの声が・・・
 3:37:35 ていうか、これでよくね？ｗ
 3:37:36 言い旅夢気分
 3:37:38 若干の音声が
 3:37:49 これだけ内容が濃いと聞いてくるだけでもいいもんだな
 3:38:15 放映用はさっきフリーズしたから急遽こっちなんかね
 3:38:15 ピカッ！
 3:38:29 ややウォーズっぽいけど、誰が開発してるんだろ
 3:38:31 これ生？
 3:38:37 あとBGMもお願いします
 3:38:38 ナマ
 3:38:39 生
 3:38:39 さばけてない
 3:38:45 さばけん飛車
 3:38:46 リアルタイムだね
 3:38:48 記録くんのタブレットもこんな感じなのかな
 3:39:13 こんな手が…
 3:39:22 中継ブログとかにたまにタブレットの画面載ってるよ
 3:39:29 久保は物理的に軽そう
 3:39:46 成のクリックが早いｗ
 3:40:00 画面じゃ無くて入力するときにこんな感じに動ける所が出るのかなと
 3:40:06 Aじ先生手慣れたもんだね
 3:40:14 十字飛車やあ
 3:40:23 そうか…
 3:40:24 整列
 3:40:34 フラット5
 3:40:48 555
 3:40:55 ファイズ
 3:40:55 ファイズ
 3:40:58 ライダー
 3:41:02 フィーバー
 3:41:46 ガイド機能
 3:41:48 あーー
 3:41:55 へぷ
 3:41:58 まだ他にもいろんな色が隠されている
 3:42:01 わかりやすーい・・・か？
 3:42:02 ヘップる
 3:42:02 いたた
 3:42:03 ぎゃ０
 3:42:03 いてえ
 3:42:06 荒技ｗ
 3:42:14 大技だね
 3:42:19 ヘップ機能
 3:42:40 へえ
 3:42:42 オサレ
 3:42:47 硬い
 3:42:49 北村得
 3:42:58 室町
 3:43:00 駒得は裏切らない
 3:43:00 うわー
 3:43:04 え～
 3:43:15 おぬぎなさい、と
 3:43:16 どっちでもはねれるし
 3:43:20 飯島っちは弱いな
 3:43:25 人じゃなかなかさせないなこれは
 3:43:34 でもいい手だなｗ
 3:43:40 PNT脱ぎたくないもんな
 3:43:53 舟エとツツカな
 3:45:03 覚えた入門書のころからかなり違ってるんだな
 3:45:15 次は11日？
 3:45:22 戻った
 3:45:23 イエス
 3:45:26 11日だね
 3:45:44 さんくす
 3:45:48 あ
 3:45:53 あれ
 3:45:57 くりみす
 3:46:28 感想戦もっと聞きたいのに・・
 3:46:51 あ…
 3:46:54 いつもの
 3:46:58 いつもの
 3:46:59 お約束
 3:47:01 まだ感想戦やってんのか
 3:47:03 もう締めていいよ
 3:47:09 約束事
 3:47:26 振り返り長すぎ
 3:47:27 え
 3:47:30 ほう
 3:47:30 ほほー
 3:47:52 読んでても指すわけじゃないからな
 3:48:09 見えなさすぎる・・・・
 3:48:24 一秒も考えんわ・・・
 3:48:37 ああすればよかったこうすればよかったｗ
 3:48:47 感想戦もっと観たい
 3:49:03 より良い順を探すのが感想戦だし
 3:49:13 「ああしていたら」「こうしていたら」が感想戦なんだよ
 3:49:14 感想戦は2で見れるよ
 3:49:16 チャンスだったのか
 3:49:24 この局面、寝落ちしてたｗ
 3:49:26 それが楽しいけどな
 3:49:31 次につながるからな。次になんもないなら無駄だけど
 3:49:48 これだったのか
 3:49:50 今日はなぜか寝落ちしなかった
 3:49:58 そうなんだ
 3:49:58 エリア鈴木
 3:50:01 勝まであったのか
 3:50:14 あれ？
 3:50:14 ？
 3:50:15 ｗ
 3:50:15 あれれ？
 3:50:15 あれれ
 3:50:15 あれ？
 3:50:16 ワオｗ
 3:50:16 ？？？
 3:50:17 あれ？？ｗ
 3:50:18 あれれ？
 3:50:18 どうしても駄目
 3:50:18 あれれ・・
 3:50:18 あれ
 3:50:19 あれれ？
 3:50:20 あれ？
 3:50:22 再接近？
 3:50:23 あで
 3:50:24 あれ？ｗ
 3:50:25 おや？
 3:50:27 へー
 3:50:27 どういうことだ？
 3:50:29 つめろ
 3:50:30 38！
 3:50:39 ポナ「理解できへんやろ？」
 3:50:56 すごい変わる
 3:50:57 うーん
 3:50:58 お
 3:51:05 と金が歩なので
 3:51:08 はー
 3:51:10 1年
 3:51:10 これならまだまだ
 3:51:18 奥が深いなあ
 3:51:23 わからんもんだなあ
 3:51:47 感想戦の続きみせてくれや
 3:51:53 あーーーー
 3:51:54 いつものｗ
 3:51:55 あぁぁ・・・
 3:51:56 誰でも一度は
 3:51:57 ｱｰﾔｯﾁｬｯﾀﾖｰ
 3:51:57 再びのお約束
 3:51:59 カチカチカチカチｗ
 3:51:59 あっあっあーーー
 3:52:02 いっちゃいましたｗ
 3:52:02 お約束
 3:52:05 深夜のＡ時
 3:52:10 イっちゃいました
 3:52:19 さっぱりしちゃった
 3:52:45 つ、ついて
 3:52:50 長すぎ
 3:52:51 隣の感想戦もまだまだｗ
 3:52:52 りゅ、りゅ
 3:53:01 感想戦みせて
 3:53:01 感想戦盛り上がってるな
 3:53:02 分岐多くてついてけん
 3:53:05 ＩＳ
 3:53:10 うりゅ～
 3:53:16 ｗｗｗ
 3:53:19 あれれｗ
 3:53:20 あれ？
 3:53:21 不成
 3:53:24 あれれ？
 3:53:25 サービス
 3:53:27 ああもうｗｗ
 3:53:57 タッチペンの問題なの？
 3:54:11 いや、みうみうの問題
 3:54:12 感想戦はよ
 3:54:22 ふむふむ
 3:54:29 すいません連呼するけど謝らなくていいんやで
 3:54:31 まだ見たいのか
 3:54:45 このと金が間に合った
 3:54:49 感想戦よりわかりやすい
 3:54:51 うまいなあ
 3:54:53 感想戦マジ面白そうなのに・・・
 3:54:58 いやー・・・
 3:55:04 レベル高くて無理ですｗ
 3:55:04 じっくり聞いて、じっくり説明してくれた
 3:55:12 レベル高い
 3:55:15 じめい
 3:55:15 やっぱ丁寧な解説やのう
 3:55:17 じめい
 3:55:19 JM
